 Mortalidade - Brasil
Óbitos p/Residênc por Município e Faixa Etária
Categoria CID-10: V01   Pedestre traum colis veic a pedal, V02   Pedestre traum colis veic motor 2 3 rodas, V03   Pedestre traum colis automov pickup caminhon, V04   Pedestre traum colis veic transp pesado onib, V05   Pedestre traum colis trem veic ferroviario, V06   Pedestre traum colis outr veic nao-motoriz, V09   Pedestre traum outr acid transp e NE, V10   Ciclista traum colis pedestre animal, V11   Ciclista traum colis outr veic a pedal, V12   Ciclista traum colis veic motor 2 3 rodas, V13   Ciclista traum colis automov pickup caminhon, V14   Ciclis traum colis veic transp pesado onibus, V15   Ciclista traum colis trem veic ferroviario, V16   Ciclista traum colis outr veic nao-motoriz, V17   Ciclista traum colis objeto fixo ou parado, V18   Ciclista traum acid transp s/colis, V19   Ciclista traum acid transp e NE, V20   Motociclista traum colis pedestre animal, V21   Motociclista traum colis veic pedal, V22   Motocicl traum colis veic motor 2 3 rodas, V23   Motocicl traum colis automov pickup caminhon, V24   Motocicl traum colis veic transp pesado onib, V25   Motociclista traum colis trem veic ferrov, V26   Motocicl traum colis outr veic nao-motoriz, V27   Motocicl traum colis objeto fixo parado, V28   Motociclista traum acid transp s/colis, V29   Motociclista traum outr acid transp e NE, V30   Ocup tricicl mot traum colis pedestre animal, V31   Ocup tricicl motoriz traum colis veic pedal, V32   Ocup tric mot traum col out veic mot 2 3 rod, V33   Ocup tric mot traum col auto pickup caminhon, V34   Ocup tric mot traum col veic transp pes onib, V35   Ocup tricic mot traum colis trem veic ferrov, V36   Ocup tric mot traum colis outr veic n-motor, V37   Ocup tricic mot traum colis obj fixo parado, V38   Ocup tricic motor traum acid transp s/colis, V39   Ocup tricicl mot traum outr acid transp e NE, V40   Ocup automovel traum colis pedestre animal, V41   Ocup automovel traum colis veic a pedal, V42   Ocup autotraum colis outr veic mot 2 3 rodas, V43   Ocup automov traum col auto pickup caminhon, V44   Ocup autom traum colis veic trans pesad onib, V45   Ocup automovel traum colis trem veic ferrov, V46   Ocup automov traum colis outr veic n-motor, V47   Ocup automovel traum colis obj fixo parado, V48   Ocup automovel traum acid transp s/colis, V49   Ocup automovel traum outr acid transp e NE, V50   Ocup caminhonete traum colis pedestre animal, V51   Ocup caminhonete traum colis veic pedal, V52   Ocup caminhon traum colis veic mot 2 3 rodas, V53   Ocup caminhon traum colis automov caminhon, V54   Ocup caminhon traum col veic transp pes onib, V55   Ocup caminhon traum colis trem veic ferrov, V56   Ocup caminhonete traum colis outr veic n-mot, V57   Ocup caminhonete traum colis obj fixo parado, V58   Ocup caminhonete traum acid transp s/colis, V59   Ocup caminhonete traum outr acid transp NE, V60   Ocup veic transp pesado traum colis ped anim, V61   Ocup veic transp pesado traum col veic pedal, V62   Ocup v transp pes traum col veic mot 2 3 rod, V63   Ocup veic tr pesado traum col auto caminhon, V64   Ocup v tr pes tr col outr veic tr pes onib, V65   Ocup veic tr pes traum col trem veic ferrov, V66   Ocup veic tr pesado traum col out veic n-mot, V67   Ocup veic tr pesado traum col obj fixo parad, V68   Ocup veic tr pesado traum ac transp s/colis, V69   Ocup veic tr pesado traum outr ac transp NE, V70   Ocup onibus traum colis pedestre animal, V71   Ocup onibus traum colis veic a pedal, V72   Ocup onibus traum col out veic mot 2 3 rodas, V73   Ocup onibus traum colis automovel caminhonet, V74   Ocup onibus traum colis veic transp pes onib, V75   Ocup onibus traum colis trem veic ferrov, V76   Ocup onibus traum colis outr veic n-motor, V77   Ocup onibus traum colis objeto fixo parado, V78   Ocup onibus traum acid transp s/colis, V79   Ocup onibus traum outr acid transp e NE, V80   Pess mont anim oc veic anim traum ac transp, V81   Ocup trem veic ferroviario traum acid transp, V82   Ocup de um bonde traum acid transp, V83   Ocup veic esp mot area ind traum ac transp, V84   Ocup veic esp mot uso agric traum acid trans, V85   Ocup veic mot esp constr traum acid transp, V86   Ocup veic outr uso n-via pub traum ac transp, V87   Acid trans tipo espec desconh mod transp vit, V88   Ac n-trans tipo espec desconh mod transp vit, V89   Acid veic mot n-mot tipos de veic NE, V90   Acid embarcacao caus afogamento submersao, V91   Acid embarcacao causando outr tipo de traum, V92   Afog submers rel transp agua s/acid embarc, V93   Acid bord emb s/ac bem n caus afog submers, V94   Outr acid transp p/agua e os NE, V95   Acid de aeronave mot causando traum ao ocup, V96   Acid aeronave s/motor causando traum a ocup, V97   Outr acid espec de transporte aereo, V98   Outr acid transp espec, V99   Acid transp NE
Período:2019
"Município";"Menor 1 ano";"1 a 4 anos";"5 a 9 anos";"10 a 14 anos";"15 a 19 anos";"20 a 29 anos";"30 a 39 anos";"40 a 49 anos";"50 a 59 anos";"60 a 69 anos";"70 a 79 anos";"80 anos e mais";"Idade ignorada";"Total"
"260170 Belo Jardim";-;-;-;-;-;5;3;2;3;-;2;-;-;15
"260180 Betânia";-;-;-;-;1;3;1;1;-;-;-;-;-;6
"260190 Bezerros";-;-;-;-;1;2;1;2;-;3;1;1;-;11
"260200 Bodocó";-;-;-;-;-;1;2;1;3;1;2;-;-;10
"260210 Bom Conselho";-;-;-;-;-;1;1;1;-;-;-;1;-;4
"260220 Bom Jardim";-;-;-;-;1;2;2;1;-;-;1;-;-;7
"260230 Bonito";-;-;1;-;2;2;1;-;1;1;-;-;-;8
"260240 Brejão";-;-;-;-;2;-;1;1;1;-;-;-;-;5
"260250 Brejinho";-;-;-;-;-;2;-;1;1;-;-;-;-;4
"260260 Brejo da Madre de Deus";-;-;-;-;3;1;3;1;2;-;-;-;-;10
"260270 Buenos Aires";-;-;-;-;-;-;2;-;-;-;-;-;-;2
"260280 Buíque";-;-;-;-;-;1;1;3;-;-;2;-;-;7
"260290 Cabo de Santo Agostinho";-;-;-;-;2;4;5;7;1;2;1;2;-;24
"260300 Cabrobó";-;-;-;-;-;-;1;3;-;-;-;1;-;5
"260310 Cachoeirinha";-;-;-;-;1;1;-;1;3;1;-;-;-;7
"260320 Caetés";-;-;-;-;1;6;3;-;-;-;-;-;-;10
"260330 Calçado";-;-;-;-;-;-;2;1;1;2;-;-;-;6
"260340 Calumbi";-;-;-;-;-;-;1;-;1;-;-;-;-;2
"260345 Camaragibe";-;-;-;-;-;-;2;3;1;2;2;-;-;10
"260350 Camocim de São Félix";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"260370 Canhotinho";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"260380 Capoeiras";-;-;-;-;-;2;1;1;1;-;-;-;-;5
"260390 Carnaíba";-;-;-;-;1;2;-;1;-;1;-;-;-;5
"260400 Carpina";-;-;-;-;1;-;4;2;2;2;-;-;-;11
"260410 Caruaru";-;1;1;1;5;9;12;8;3;6;1;2;1;50
"260420 Catende";-;-;-;-;-;3;1;1;-;1;-;-;-;6
"260430 Cedro";-;-;-;-;-;1;-;2;-;-;-;-;-;3
"260440 Chã de Alegria";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"260450 Chã Grande";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"260460 Condado";-;-;-;-;-;1;1;1;1;1;-;-;-;5
"260470 Correntes";-;-;-;-;-;3;1;1;-;-;-;-;-;5
"260480 Cortês";-;-;-;-;1;1;-;-;-;-;-;-;-;2
"260490 Cumaru";-;-;-;-;-;-;-;-;4;1;-;-;-;5
"260500 Cupira";-;-;-;1;1;-;2;2;-;-;-;-;-;6
"260510 Custódia";-;-;-;1;-;2;3;4;1;-;-;-;-;11
"260515 Dormentes";-;-;-;-;-;2;3;-;2;-;-;-;-;7
"260520 Escada";-;-;-;-;-;1;5;4;2;1;1;-;1;15
"260530 Exu";-;-;-;2;-;1;-;1;2;-;1;-;-;7
"260540 Feira Nova";-;-;-;-;-;1;1;1;-;-;-;-;-;3
"260560 Flores";-;-;-;-;3;1;-;-;1;1;-;-;1;7
"260570 Floresta";-;-;-;-;2;2;2;2;1;-;-;-;-;9
"260580 Frei Miguelinho";-;-;-;-;-;-;1;1;-;-;1;-;-;3
"260590 Gameleira";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"260600 Garanhuns";-;-;-;1;1;11;11;4;3;3;2;-;-;36
"260610 Glória do Goitá";-;-;-;-;-;2;2;2;1;2;1;-;-;10
"260620 Goiana";-;-;-;-;-;1;3;3;3;1;1;1;-;13
"260630 Granito";-;-;-;1;-;1;1;1;-;-;-;-;-;4
"260640 Gravatá";-;-;-;-;-;1;3;5;2;1;-;-;-;12
"260650 Iati";-;1;-;1;1;2;-;-;2;3;1;-;-;11
"260660 Ibimirim";-;-;-;-;1;-;1;2;-;-;1;-;-;5
"260670 Ibirajuba";-;-;-;-;-;1;1;-;-;-;-;-;-;2
"260680 Igarassu";-;1;-;-;1;4;2;5;2;3;1;-;-;19
"260690 Iguaracy";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"260760 Ilha de Itamaracá";-;-;-;-;-;1;1;1;-;-;-;-;-;3
"260700 Inajá";-;-;-;-;2;3;-;2;1;1;-;-;-;9
"260710 Ingazeira";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"260720 Ipojuca";1;-;-;-;1;1;1;3;2;2;2;-;-;13
"260730 Ipubi";-;-;1;1;3;3;2;-;-;1;1;1;-;13
"260750 Itaíba";-;-;-;-;-;2;4;2;1;3;-;1;-;13
"260765 Itambé";-;-;-;-;-;2;1;-;-;1;1;-;-;5
"260770 Itapetim";-;-;-;-;-;-;-;1;-;1;-;-;-;2
"260775 Itapissuma";-;-;-;1;-;1;-;-;-;-;-;-;-;2
"260780 Itaquitinga";-;-;-;-;1;1;-;2;-;-;-;-;-;4
"260790 Jaboatão dos Guararapes";-;-;-;1;3;10;12;11;4;7;5;2;-;55
"260795 Jaqueira";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"260800 Jataúba";-;-;-;1;1;1;2;5;-;-;-;-;-;10
"260805 Jatobá";-;-;-;-;-;-;-;-;1;-;1;-;-;2
"260810 João Alfredo";-;-;-;-;-;2;-;-;-;1;-;-;-;3
"260820 Joaquim Nabuco";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"260825 Jucati";-;-;-;-;1;2;-;-;-;-;-;-;-;3
"260830 Jupi";-;-;-;1;1;2;1;2;1;-;-;1;-;9
"260840 Jurema";-;-;-;-;-;-;-;3;-;1;1;-;-;5
"260850 Lagoa de Itaenga";-;-;-;-;1;1;1;-;1;2;-;-;-;6
"260845 Lagoa do Carro";-;-;-;-;-;1;-;-;1;-;1;-;-;3
"260860 Lagoa do Ouro";-;-;-;-;-;2;-;-;2;1;-;-;-;5
"260870 Lagoa dos Gatos";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"260875 Lagoa Grande";-;-;-;-;-;3;1;1;-;-;-;-;-;5
"260880 Lajedo";-;-;1;-;-;1;3;1;-;1;-;-;-;7
"260890 Limoeiro";-;-;-;-;-;3;1;1;3;1;2;-;-;11
"260900 Macaparana";-;-;-;-;1;2;1;1;2;-;-;-;-;7
"260915 Manari";-;-;-;-;-;-;1;1;-;-;-;-;-;2
"260920 Maraial";-;-;-;-;-;1;1;-;-;-;-;-;-;2
"260930 Mirandiba";-;-;-;-;-;-;2;-;1;-;-;-;-;3
"261430 Moreilândia";-;-;-;-;-;-;1;-;1;-;-;-;-;2
"260940 Moreno";-;-;-;1;-;2;2;2;1;2;-;-;-;10
"260950 Nazaré da Mata";-;-;-;-;-;-;2;-;1;-;-;-;-;3
"260960 Olinda";-;-;-;3;-;3;7;6;5;2;4;1;-;31
"260970 Orobó";-;-;-;-;-;3;1;1;-;-;1;-;-;6
"260980 Orocó";-;-;-;-;1;-;3;-;2;-;-;-;-;6
"260990 Ouricuri";-;-;-;-;3;5;7;3;1;1;2;-;-;22
"261000 Palmares";-;-;-;-;1;3;1;3;-;1;1;-;-;10
"261010 Palmeirina";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"261020 Panelas";-;-;1;-;-;2;2;-;1;-;-;-;-;6
"261030 Paranatama";-;-;-;-;-;-;2;3;-;-;-;-;-;5
"261040 Parnamirim";-;-;-;-;1;-;1;2;-;-;1;-;-;5
"261050 Passira";-;-;-;-;-;3;2;-;2;-;-;-;-;7
"261060 Paudalho";-;-;-;1;-;1;3;3;2;-;-;-;-;10
"261070 Paulista";-;-;-;-;-;6;1;3;8;2;2;-;-;22
"261080 Pedra";-;-;-;-;1;-;1;2;-;-;-;-;1;5
"261090 Pesqueira";-;1;-;-;1;-;6;4;1;1;-;-;-;14
"261100 Petrolândia";-;-;-;1;2;2;2;-;2;1;-;-;-;10
"261110 Petrolina";-;-;1;3;10;17;21;23;5;4;3;-;-;87
"261120 Poção";-;-;-;-;1;-;2;-;1;1;-;1;-;6
"261130 Pombos";-;-;-;-;-;-;3;1;-;-;-;-;-;4
"261140 Primavera";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"261150 Quipapá";-;-;-;-;-;3;-;1;-;-;-;-;-;4
"261153 Quixaba";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"261160 Recife";-;-;2;2;3;16;13;19;22;14;13;9;1;114
"261170 Riacho das Almas";-;-;-;-;-;1;1;2;-;-;-;-;-;4
"261180 Ribeirão";-;-;-;-;-;2;1;2;1;1;-;-;-;7
"261190 Rio Formoso";-;-;-;-;-;-;1;-;1;1;-;-;-;3
"261200 Sairé";-;-;-;-;-;-;-;-;-;1;-;-;-;1
"261220 Salgueiro";-;-;-;-;-;-;1;1;4;3;-;-;-;9
"261230 Saloá";-;-;-;-;-;-;-;2;-;1;-;-;-;3
"261240 Sanharó";-;-;-;-;-;-;6;2;-;1;-;-;-;9
"261245 Santa Cruz";-;-;-;-;-;2;-;1;-;-;-;-;-;3
"261247 Santa Cruz da Baixa Verde";-;-;-;-;-;-;1;1;-;1;-;-;-;3
"261250 Santa Cruz do Capibaribe";-;-;2;-;2;4;6;2;3;1;-;-;-;20
"261255 Santa Filomena";-;-;-;-;-;1;-;-;1;1;-;-;-;3
"261260 Santa Maria da Boa Vista";-;-;-;-;1;3;6;2;5;1;1;1;-;20
"261270 Santa Maria do Cambucá";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"261300 São Bento do Una";-;-;-;1;-;2;3;-;1;1;-;2;1;11
"261310 São Caitano";-;-;1;-;1;1;2;3;1;-;-;1;-;10
"261320 São João";-;-;-;-;1;1;2;-;-;-;-;-;-;4
"261330 São Joaquim do Monte";-;-;-;-;1;-;1;-;-;-;-;1;-;3
"261340 São José da Coroa Grande";-;-;-;-;-;-;1;1;-;-;-;-;-;2
"261350 São José do Belmonte";-;-;-;-;-;5;2;1;1;-;1;-;-;10
"261360 São José do Egito";-;-;-;-;-;1;2;2;3;2;-;-;-;10
"261370 São Lourenço da Mata";-;-;-;-;-;5;2;2;1;-;1;-;-;11
"261380 São Vicente Ferrer";-;-;-;2;-;-;2;-;-;-;-;-;-;4
"261390 Serra Talhada";-;-;-;-;-;5;6;6;3;1;-;-;1;22
"261400 Serrita";-;-;-;1;1;-;-;-;-;1;1;-;-;4
"261410 Sertânia";-;-;1;1;-;2;2;3;1;1;-;-;-;11
"261420 Sirinhaém";-;-;-;-;-;-;1;1;2;-;-;1;-;5
"261440 Solidão";-;-;-;-;-;1;-;2;-;-;-;-;-;3
"261450 Surubim";-;-;-;-;1;4;2;1;-;1;2;-;-;11
"261460 Tabira";-;-;-;-;-;1;-;-;-;1;-;-;-;2
"261470 Tacaimbó";-;-;-;-;-;1;1;-;-;-;-;-;-;2
"261480 Tacaratu";-;-;1;-;1;3;-;1;-;-;-;-;-;6
"261485 Tamandaré";-;-;-;-;-;1;1;1;-;-;-;-;-;3
"261500 Taquaritinga do Norte";-;-;-;-;1;5;4;2;1;2;1;-;-;16
"261510 Terezinha";-;-;-;-;-;1;1;-;-;-;-;-;1;3
"261520 Terra Nova";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"261530 Timbaúba";-;-;-;-;1;1;1;2;-;-;1;-;-;6
"261540 Toritama";-;-;-;-;-;4;2;2;3;-;1;1;1;14
"261550 Tracunhaém";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"261560 Trindade";-;-;-;-;-;2;3;5;-;1;-;-;-;11
"261570 Triunfo";-;-;-;-;-;-;1;-;1;-;-;-;-;2
"261580 Tupanatinga";-;-;-;-;-;-;1;-;1;-;-;-;-;2
"261590 Tuparetama";-;-;-;-;-;-;-;1;1;-;3;-;-;5
"261600 Venturosa";-;-;-;-;1;1;-;1;2;-;-;1;-;6
"261610 Verdejante";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"261618 Vertente do Lério";-;-;-;-;-;1;-;2;-;-;-;-;-;3
"261620 Vertentes";-;-;-;-;-;-;3;-;1;-;-;-;-;4
"261630 Vicência";-;-;-;-;2;1;1;2;1;3;-;-;-;10
"261640 Vitória de Santo Antão";-;-;-;-;2;5;3;5;5;6;-;-;-;26
"261650 Xexéu";-;-;-;-;-;-;2;-;-;-;-;-;-;2
"260000 Município ignorado - PE";-;-;-;-;-;-;1;2;1;-;-;-;9;13
"270010 Água Branca";-;-;-;-;1;2;3;-;-;-;-;-;-;6
"270020 Anadia";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"270030 Arapiraca";-;-;1;-;3;8;9;13;13;4;1;1;-;53
"270040 Atalaia";-;-;-;-;1;2;1;1;1;2;-;-;-;8
"270070 Batalha";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"270080 Belém";-;-;-;-;-;1;2;1;-;-;-;-;-;4
"270090 Belo Monte";-;-;-;-;-;2;1;-;-;1;-;-;-;4
"270100 Boca da Mata";-;-;-;-;1;3;-;1;1;3;-;-;-;9
"270110 Branquinha";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"270120 Cacimbinhas";-;-;-;-;-;1;-;-;2;1;-;-;-;4
"270130 Cajueiro";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"270135 Campestre";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"270140 Campo Alegre";1;-;-;-;-;4;-;1;1;1;1;-;-;9
"270150 Campo Grande";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"270160 Canapi";-;-;-;-;-;-;2;-;-;2;1;-;-;5
"270170 Capela";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"270180 Carneiros";-;-;-;-;-;-;2;-;-;-;-;-;-;2
"270190 Chã Preta";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"270200 Coité do Nóia";-;-;-;-;-;1;-;1;-;-;-;-;-;2
"270210 Colônia Leopoldina";-;-;-;-;-;-;3;1;-;-;-;-;-;4
"270230 Coruripe";-;1;-;1;1;4;4;3;1;-;-;-;-;15
"270235 Craíbas";-;-;-;-;1;1;2;1;1;1;-;-;-;7
"270240 Delmiro Gouveia";-;-;-;-;-;1;4;-;2;-;-;-;-;7
"270250 Dois Riachos";-;-;-;-;-;1;1;1;-;-;-;-;-;3
"270255 Estrela de Alagoas";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"270260 Feira Grande";-;-;-;-;1;1;-;2;2;-;-;-;-;6
"270270 Feliz Deserto";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"270280 Flexeiras";-;-;-;-;-;-;1;-;-;-;-;1;-;2
"270290 Girau do Ponciano";-;-;-;-;-;6;1;1;1;-;1;-;-;10
"270300 Ibateguara";-;-;-;-;1;1;1;-;-;1;-;-;-;4
"270310 Igaci";-;-;-;-;1;-;1;-;1;1;-;-;-;4
"270320 Igreja Nova";-;-;-;-;1;7;1;-;1;-;-;-;-;10
"270330 Inhapi";-;-;-;-;-;-;1;-;1;-;1;-;-;3
"270340 Jacaré dos Homens";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"270350 Jacuípe";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"270360 Japaratinga";-;-;-;-;-;1;2;1;-;-;-;-;-;4
"270375 Jequiá da Praia";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"270380 Joaquim Gomes";-;-;-;-;1;2;3;-;-;1;-;-;-;7
"270400 Junqueiro";-;-;-;-;3;2;-;1;3;-;1;-;-;10
"270410 Lagoa da Canoa";-;-;-;-;3;2;2;-;-;-;-;-;-;7
"270420 Limoeiro de Anadia";-;-;-;-;3;4;1;1;1;-;1;-;-;11
"270430 Maceió";1;-;1;1;7;30;21;18;11;8;5;3;-;106
"270440 Major Isidoro";-;-;-;-;-;-;1;3;2;1;1;-;-;8
"270490 Mar Vermelho";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"270450 Maragogi";-;-;1;-;-;2;1;3;-;-;-;1;-;8
"270460 Maravilha";-;-;-;-;-;1;1;-;1;-;1;-;-;4
"270470 Marechal Deodoro";-;-;-;-;-;1;3;4;-;2;1;-;-;11
"270480 Maribondo";-;-;-;-;1;1;1;2;1;1;-;-;-;7
"270500 Mata Grande";-;-;-;-;-;1;1;2;1;-;1;-;-;6
"270510 Matriz de Camaragibe";-;-;-;-;-;2;-;2;-;-;1;-;-;5
"270520 Messias";-;-;-;-;1;-;2;-;-;-;-;-;-;3
"270530 Minador do Negrão";-;-;-;-;-;-;-;-;-;1;-;-;-;1
"270540 Monteirópolis";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"270550 Murici";-;-;-;-;1;-;2;-;-;1;-;-;-;4
"270570 Olho d'Água das Flores";-;-;-;-;-;2;2;-;2;-;-;-;-;6
"270580 Olho d'Água do Casado";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"270590 Olho d'Água Grande";-;-;-;-;-;2;-;-;-;-;-;-;-;2
"270600 Olivença";-;-;-;-;-;2;-;1;-;-;-;-;-;3
"270610 Ouro Branco";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"270630 Palmeira dos Índios";-;-;-;-;2;5;2;4;2;1;-;1;-;17
"270640 Pão de Açúcar";-;-;-;-;-;2;-;2;-;-;-;-;-;4
"270642 Pariconha";-;-;-;-;-;-;-;1;1;1;1;-;-;4
"270644 Paripueira";-;-;-;-;-;1;-;-;1;-;-;-;-;2
"270650 Passo de Camaragibe";-;-;-;-;2;-;1;-;-;-;-;-;-;3
"270660 Paulo Jacinto";-;-;-;-;-;1;1;-;1;-;-;-;-;3
"270670 Penedo";-;-;-;-;2;3;-;3;1;-;-;-;-;9
"270680 Piaçabuçu";-;-;-;-;-;4;1;2;-;-;-;-;-;7
"270690 Pilar";-;-;-;1;1;3;-;1;3;1;1;-;-;11
"270700 Pindoba";-;-;-;-;-;-;1;-;-;1;-;-;-;2
"270710 Piranhas";-;-;-;-;-;3;-;-;1;1;-;-;-;5
"270720 Poço das Trincheiras";-;-;-;-;-;-;-;1;1;-;-;-;-;2
"270730 Porto Calvo";-;-;-;-;-;4;1;1;1;-;-;-;-;7
"270740 Porto de Pedras";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"270750 Porto Real do Colégio";-;-;-;1;1;2;1;-;-;1;-;-;-;6
"270760 Quebrangulo";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"270770 Rio Largo";-;-;-;-;-;4;4;-;4;2;-;-;-;14
"270780 Roteiro";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"270790 Santa Luzia do Norte";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"270800 Santana do Ipanema";-;-;-;-;-;1;2;2;1;3;-;-;-;9
"270810 Santana do Mundaú";-;-;-;-;-;1;-;-;1;-;-;-;-;2
"270820 São Brás";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"270830 São José da Laje";-;-;-;-;-;2;1;-;-;-;-;-;-;3
"270840 São José da Tapera";-;-;-;-;1;1;3;3;1;-;-;-;-;9
"270850 São Luís do Quitunde";-;-;-;-;2;3;1;1;1;-;-;-;-;8
"270860 São Miguel dos Campos";-;-;-;1;1;2;5;2;-;1;-;-;-;12
"270870 São Miguel dos Milagres";-;-;-;-;-;-;1;-;1;-;-;-;-;2
"270880 São Sebastião";-;-;-;-;1;2;-;1;1;2;-;-;-;7
"270890 Satuba";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"270895 Senador Rui Palmeira";-;-;-;-;1;1;-;-;-;-;-;-;-;2
"270900 Tanque d'Arca";-;-;-;-;-;1;-;-;-;1;-;-;-;2
"270910 Taquarana";-;-;-;-;3;4;1;-;-;1;1;1;-;11
"270915 Teotônio Vilela";-;-;-;-;2;7;2;-;2;1;1;-;-;15
"270920 Traipu";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"270930 União dos Palmares";-;-;-;-;-;6;4;1;2;-;-;-;-;13
"270940 Viçosa";-;-;-;-;1;-;3;-;1;-;1;-;-;6
"270000 Município ignorado - AL";-;-;-;-;-;-;-;-;-;1;-;-;-;1
"280020 Aquidabã";-;-;-;-;-;-;4;-;-;-;-;-;-;4
"280030 Aracaju";-;-;-;2;4;11;11;14;12;7;4;1;-;66
"280050 Areia Branca";-;-;-;-;-;-;1;1;2;-;-;-;-;4
"280060 Barra dos Coqueiros";-;-;-;-;-;-;-;-;-;3;-;-;-;3
"280067 Boquim";-;-;-;-;-;1;-;-;-;2;-;1;-;4
"280070 Brejo Grande";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"280100 Campo do Brito";-;-;-;-;-;3;1;2;-;-;1;-;-;7
"280110 Canhoba";-;-;-;-;-;-;2;-;2;-;-;-;-;4
"280120 Canindé de São Francisco";-;-;-;-;1;4;2;1;2;-;1;-;-;11
"280130 Capela";-;-;-;-;-;2;1;-;1;1;-;-;-;5
"280140 Carira";-;-;-;-;-;-;-;3;3;2;1;-;-;9
"280150 Carmópolis";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"280160 Cedro de São João";-;-;-;-;-;1;1;-;-;-;-;-;-;2
"280170 Cristinápolis";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"280200 Divina Pastora";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"280210 Estância";-;1;-;1;1;1;1;3;4;1;2;-;-;15
"280220 Feira Nova";-;-;-;-;-;-;-;1;-;1;-;-;-;2
"280230 Frei Paulo";-;-;-;-;-;1;-;1;-;-;-;-;-;2
"280240 Gararu";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"280270 Ilha das Flores";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"280280 Indiaroba";-;-;-;-;-;-;-;2;-;-;-;-;-;2
"280290 Itabaiana";-;-;-;-;2;3;4;6;6;2;1;-;-;24
"280300 Itabaianinha";-;-;-;-;1;2;3;1;1;2;-;-;-;10
"280310 Itabi";-;-;-;-;-;-;1;-;1;1;-;-;-;3
"280320 Itaporanga d'Ajuda";-;-;-;-;-;3;2;-;3;-;-;-;-;8
"280330 Japaratuba";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"280340 Japoatã";-;-;-;-;1;1;-;-;-;-;-;-;-;2
"280350 Lagarto";-;-;-;-;2;6;3;6;4;-;1;1;-;23
"280360 Laranjeiras";-;-;-;-;-;1;-;2;-;1;1;-;-;5
"280370 Macambira";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"280390 Malhador";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"280400 Maruim";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"280410 Moita Bonita";-;-;-;-;-;-;-;-;-;1;-;1;-;2
"280420 Monte Alegre de Sergipe";-;-;1;-;-;2;-;1;-;-;1;-;-;5
"280440 Neópolis";-;-;-;-;-;4;2;4;-;-;-;-;-;10
"280445 Nossa Senhora Aparecida";-;-;-;-;-;-;-;1;1;-;1;-;-;3
"280450 Nossa Senhora da Glória";-;-;-;-;-;2;1;2;-;-;-;-;-;5
"280460 Nossa Senhora das Dores";-;-;-;-;-;-;1;-;-;1;-;-;-;2
"280470 Nossa Senhora de Lourdes";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"280480 Nossa Senhora do Socorro";-;1;-;1;-;4;2;6;9;5;1;-;-;29
